0,0,0,-0.183333333,-0.070833333,-0.358333333,-0.195833333,-0.483333333,-0.308333333,-0.583333333,-0.408333333,-0.233333333,-0.491666667,-0.325,-0.670833333,-0.3875,-0.779166667,-0.445833333,-0.875,-0.120833333,-0.525,-0.175,-0.745833333,-0.220833333,-0.8875,-0.270833333,-1,-0.008333333,-0.5125,-0.025,-0.716666667,-0.0625,-0.841666667,-0.104166667,-0.95,0.108333333,-0.454166667,0.2,-0.6,0.258333333,-0.708333333,0.3,-0.804166667
0,0,0,-0.199074074,-0.069444444,-0.384259259,-0.208333333,-0.513888889,-0.324074074,-0.634259259,-0.398148148,-0.277777778,-0.509259259,-0.388888889,-0.685185185,-0.462962963,-0.791666667,-0.523148148,-0.888888889,-0.166666667,-0.550925926,-0.240740741,-0.763888889,-0.296296296,-0.888888889,-0.351851852,-0.99537037,-0.046296296,-0.537037037,-0.083333333,-0.75462963,-0.12962963,-0.884259259,-0.185185185,-1,0.074074074,-0.486111111,0.157407407,-0.648148148,0.203703704,-0.763888889,0.236111111,-0.87037037
0,0,0,-0.194444444,-0.074074074,-0.37962963,-0.208333333,-0.509259259,-0.324074074,-0.638888889,-0.388888889,-0.273148148,-0.509259259,-0.384259259,-0.680555556,-0.458333333,-0.791666667,-0.527777778,-0.884259259,-0.166666667,-0.546296296,-0.236111111,-0.763888889,-0.291666667,-0.893518519,-0.351851852,-1,-0.046296296,-0.541666667,-0.078703704,-0.75462963,-0.12962963,-0.884259259,-0.185185185,-0.99537037,0.074074074,-0.486111111,0.157407407,-0.648148148,0.203703704,-0.763888889,0.236111111,-0.865740741
0,0,0,-0.182222222,-0.075555556,-0.342222222,-0.208888889,-0.448888889,-0.32,-0.542222222,-0.386666667,-0.204444444,-0.493333333,-0.266666667,-0.693333333,-0.315555556,-0.804444444,-0.364444444,-0.888888889,-0.088888889,-0.515555556,-0.111111111,-0.751111111,-0.142222222,-0.893333333,-0.182222222,-1,0.031111111,-0.488888889,0.04,-0.697777778,0.017777778,-0.831111111,-0.004444444,-0.942222222,0.146666667,-0.417777778,0.248888889,-0.56,0.311111111,-0.657777778,0.36,-0.742222222
0,0,0,-0.165254237,-0.122881356,-0.279661017,-0.288135593,-0.338983051,-0.436440678,-0.411016949,-0.546610169,-0.084745763,-0.521186441,-0.105932203,-0.720338983,-0.122881356,-0.843220339,-0.13559322,-0.949152542,0.033898305,-0.516949153,0.072033898,-0.745762712,0.084745763,-0.88559322,0.093220339,-1,0.144067797,-0.470338983,0.199152542,-0.669491525,0.216101695,-0.796610169,0.224576271,-0.902542373,0.237288136,-0.381355932,0.360169492,-0.495762712,0.43220339,-0.576271186,0.495762712,-0.648305085
0,0,0,-0.161016949,-0.127118644,-0.258474576,-0.309322034,-0.305084746,-0.461864407,-0.36440678,-0.584745763,-0.046610169,-0.521186441,-0.055084746,-0.720338983,-0.059322034,-0.847457627,-0.055084746,-0.957627119,0.080508475,-0.512711864,0.131355932,-0.737288136,0.161016949,-0.881355932,0.18220339,-1,0.186440678,-0.457627119,0.254237288,-0.652542373,0.288135593,-0.779661017,0.313559322,-0.898305085,0.275423729,-0.368644068,0.402542373,-0.466101695,0.487288136,-0.542372881,0.563559322,-0.618644068
0,0,0,-0.162393162,-0.11965812,-0.282051282,-0.286324786,-0.35042735,-0.431623932,-0.427350427,-0.542735043,-0.085470085,-0.512820513,-0.111111111,-0.713675214,-0.128205128,-0.833333333,-0.136752137,-0.944444444,0.038461538,-0.512820513,0.072649573,-0.739316239,0.085470085,-0.88034188,0.094017094,-1,0.145299145,-0.47008547,0.205128205,-0.666666667,0.226495726,-0.799145299,0.239316239,-0.91025641,0.243589744,-0.384615385,0.367521368,-0.495726496,0.444444444,-0.576923077,0.508547009,-0.653846154
0,0,0,-0.17167382,-0.107296137,-0.300429185,-0.270386266,-0.373390558,-0.412017167,-0.459227468,-0.515021459,-0.120171674,-0.515021459,-0.163090129,-0.712446352,-0.184549356,-0.832618026,-0.201716738,-0.939914163,0.004291845,-0.519313305,0.021459227,-0.746781116,0.025751073,-0.888412017,0.030042918,-1,0.120171674,-0.480686695,0.158798283,-0.682403433,0.167381974,-0.811158798,0.17167382,-0.922746781,0.223175966,-0.403433476,0.334763948,-0.519313305,0.407725322,-0.605150215,0.467811159,-0.682403433
0,0,0,-0.162393162,-0.106837607,-0.286324786,-0.264957265,-0.367521368,-0.405982906,-0.452991453,-0.495726496,-0.128205128,-0.508547009,-0.179487179,-0.705128205,-0.213675214,-0.829059829,-0.239316239,-0.931623932,-0.004273504,-0.517094017,0,-0.747863248,0,-0.888888889,-0.004273504,-1,0.111111111,-0.474358974,0.14957265,-0.683760684,0.158119658,-0.816239316,0.162393162,-0.927350427,0.213675214,-0.393162393,0.324786325,-0.517094017,0.397435897,-0.602564103,0.452991453,-0.679487179
0,0,0,-0.182978723,-0.089361702,-0.323404255,-0.246808511,-0.404255319,-0.391489362,-0.493617021,-0.493617021,-0.157446809,-0.493617021,-0.212765957,-0.685106383,-0.242553191,-0.804255319,-0.263829787,-0.914893617,-0.034042553,-0.510638298,-0.034042553,-0.736170213,-0.038297872,-0.880851064,-0.042553191,-1,0.080851064,-0.476595745,0.106382979,-0.680851064,0.106382979,-0.812765957,0.106382979,-0.931914894,0.187234043,-0.404255319,0.289361702,-0.527659574,0.353191489,-0.612765957,0.408510638,-0.69787234
